,Country,year,value
5021,Tanzania(UnitedRepublicof),2010,0.493
5022,Thailand,2010,0.7240000000000001
5023,TheformerYugoslavRepublicofMacedonia,2010,0.735
5024,Timor-Leste,2010,0.619
5025,Togo,2010,0.456
5026,Tonga,2010,0.7120000000000001
5027,Trinidad and Tobago,2010,0.775
5028,Tunisia,2010,0.716
5029,Turkey,2010,0.7340000000000001
5030,Turkmenistan,2010,0.6729999999999999
5031,Uganda,2010,0.486
5032,Ukraine,2010,0.733
5033,United Arab Emirates,2010,0.836
5034,United Kingdom,2010,0.905
5035,United States,2010,0.914
5036,Uruguay,2010,0.773
5037,Uzbekistan,2010,0.6659999999999999
5038,Vanuatu,2010,0.591
5039,Venezuela(BolivarianRepublicof),2010,0.759
5040,Viet Nam,2010,0.654
5041,Yemen,2010,0.498
5042,Zambia,2010,0.544
5043,Zimbabwe,2010,0.467
5044,Afghanistan,2011,0.47100000000000003
5045,Albania,2011,0.752
5046,Algeria,2011,0.736
5047,Andorra,2011,0.8270000000000001
5048,Angola,2011,0.535
5049,Antigua and Barbuda,2011,0.762
5050,Argentina,2011,0.8190000000000001
5051,Armenia,2011,0.731
5052,Aruba,2011,
5053,Australia,2011,0.925
5054,Austria,2011,0.897
5055,Azerbaijan,2011,0.741
5056,Bahamas,2011,0.7929999999999999
5057,Bahrain,2011,0.7979999999999999
5058,Bangladesh,2011,0.557
5059,Barbados,2011,0.787
5060,Belarus,2011,0.7979999999999999
5061,Belgium,2011,0.904
5062,Belize,2011,0.7020000000000001
5063,Benin,2011,0.479
5064,Bhutan,2011,0.575
5065,Bolivia(PlurinationalStateof),2011,0.655
5066,BosniaandHerzegovina,2011,0.721
5067,Botswana,2011,0.6729999999999999
5068,Brazil,2011,0.731
5069,BruneiDarussalam,2011,0.846
5070,Bulgaria,2011,0.782
5071,BurkinaFaso,2011,0.385
5072,Burundi,2011,0.40299999999999997
5073,CaboVerde,2011,0.635
5074,Cambodia,2011,0.546
5075,Cameroon,2011,0.515
5076,Canada,2011,0.905
5077,Cabo Verde,2011,
5078,CentralAfricanRepublic,2011,0.358
5079,Chad,2011,0.382
5080,Chile,2011,0.8140000000000001
5081,China,2011,0.7140000000000001
5082,Colombia,2011,0.725
5083,Comoros,2011,0.48700000000000004
5084,Congo,2011,0.56
5085,Congo(DemocraticRepublicofthe),2011,0.415
5086,Costa Rica,2011,0.76
5087,Croatia,2011,0.815
5088,Cuba,2011,0.778
5089,Cyprus,2011,0.853
5090,Czech Republic,2011,0.865
5091,Côted'Ivoire,2011,0.445
5092,Denmark,2011,0.922
5093,Djibouti,2011,0.45399999999999996
5094,Dominica,2011,0.722
5095,DominicanRepublic,2011,0.706
5096,Ecuador,2011,0.721
5097,Egypt,2011,0.6679999999999999
5098,El Salvador,2011,0.6659999999999999
5099,EquatorialGuinea,2011,0.584
5100,Eritrea,2011,0.41700000000000004
5101,Estonia,2011,0.853
5102,Eswatini(Kingdomof),2011,0.55
5103,Ethiopia,2011,0.423
5104,Fiji,2011,0.7170000000000001
5105,Finland,2011,0.907
5106,France,2011,0.884
5107,Gabon,2011,0.67
5108,Gambia,2011,0.44
5109,Georgia,2011,0.741
5110,Germany,2011,0.9259999999999999
5111,Ghana,2011,0.563
5112,Greece,2011,0.852
5113,Grenada,2011,0.747
5114,Guatemala,2011,0.619
5115,Guinea,2011,0.418
5116,Guinea-Bissau,2011,0.435
5117,Guyana,2011,0.639
5118,Haiti,2011,0.47700000000000004
5119,Honduras,2011,0.598
5120,Hong Kong,2011,0.904
5121,Hungary,2011,0.8270000000000001
5122,Iceland,2011,0.9009999999999999
5123,India,2011,0.591
5124,Indonesia,2011,0.669
5125,Iran(IslamicRepublicof),2011,0.7659999999999999
5126,Iraq,2011,0.6559999999999999
5127,Ireland,2011,0.895
5128,Israel,2011,0.892
5129,Italy,2011,0.875
5130,Jamaica,2011,0.715
5131,Japan,2011,0.89
5132,Jordan,2011,0.726
5133,Kazakhstan,2011,0.772
5134,Kenya,2011,0.552
5135,Kiribati,2011,0.59
5136,Republic of Korea,2011,0.888
5137,Kuwait,2011,0.794
5138,Kyrgyzstan,2011,0.639
5139,LaoPeople'sDemocraticRepublic,2011,0.5579999999999999
5140,Latvia,2011,0.821
5141,Lebanon,2011,0.76
5142,Lesotho,2011,0.498
5143,Liberia,2011,0.41700000000000004
5144,Libya,2011,0.7070000000000001
5145,Liechtenstein,2011,0.909
5146,Lithuania,2011,0.828
5147,Luxembourg,2011,0.892
5148,Macau,2011,
5149,Madagascar,2011,0.504
5150,Malawi,2011,0.45
5151,Malaysia,2011,0.778
5152,Maldives,2011,0.682
5153,Mali,2011,0.408
5154,Malta,2011,0.843
5155,MarshallIslands,2011,
5156,Mauritania,2011,0.49
5157,Mauritius,2011,0.758
5158,Mexico,2011,0.7509999999999999
5159,Micronesia(FederatedStatesof),2011,0.613
5160,Moldova(Republicof),2011,0.677
5161,Mongolia,2011,0.711
5162,Montenegro,2011,0.7979999999999999
5163,Morocco,2011,0.626
5164,Mozambique,2011,0.40700000000000003
5165,Myanmar,2011,0.54
5166,Namibia,2011,0.607
5167,Nepal,2011,0.535
5168,Netherlands,2011,0.9209999999999999
5169,New Zealand,2011,0.902
5170,Nicaragua,2011,0.627
5171,Niger,2011,0.325
5172,Nigeria,2011,0.494
5173,Norway,2011,0.943
5174,Oman,2011,0.795
5175,Pakistan,2011,0.53
5176,Palau,2011,0.775
5177,Palestine,2011,0.677
5178,Panama,2011,0.764
5179,PapuaNewGuinea,2011,0.529
5180,Paraguay,2011,0.68
5181,Peru,2011,0.7290000000000001
5182,Philippines,2011,0.67
5183,Poland,2011,0.8390000000000001
5184,Portugal,2011,0.826
5185,Puerto Rico,2011,
5186,Qatar,2011,0.836
5187,Romania,2011,0.7979999999999999
5188,Russian Federation,2011,0.789
5189,Rwanda,2011,0.493
5190,Saint Kitts and Nevis,2011,0.7509999999999999
5191,Saint Lucia,2011,0.7340000000000001
5192,Saint Vincent and Grenadines,2011,0.7170000000000001
5193,Samoa,2011,0.6970000000000001
5194,San Marino,2011,
5195,Sao Tome and Principe,2011,0.5479999999999999
5196,Saudi Arabia,2011,0.823
5197,Senegal,2011,0.467
5198,Serbia,2011,0.769
5199,Seychelles,2011,0.741
5200,Sierra Leone,2011,0.392
5201,Singapore,2011,0.914
5202,Slovakia,2011,0.8370000000000001
5203,Slovenia,2011,0.884
5204,Solomon Islands,2011,0.514
5205,South Africa,2011,0.657
5206,South Sudan,2011,0.41600000000000004
5207,Spain,2011,0.87
5208,Sri Lanka,2011,0.7509999999999999
5209,Sudan,2011,0.474
5210,Suriname,2011,0.706
5211,Sweden,2011,0.9059999999999999
5212,Switzerland,2011,0.932
5213,Syrian Arab Republic,2011,0.642
5214,Tajikistan,2011,0.637
5215,Tanzania(UnitedRepublicof),2011,0.499
5216,Thailand,2011,0.727
5217,TheformerYugoslavRepublicofMacedonia,2011,0.738
5218,Timor-Leste,2011,0.624
5219,Togo,2011,0.46299999999999997
5220,Tonga,2011,0.716
5221,Trinidad and Tobago,2011,0.773
5222,Tunisia,2011,0.718
5223,Turkey,2011,0.753
5224,Turkmenistan,2011,0.68
5225,Uganda,2011,0.49
5226,Ukraine,2011,0.738
5227,United Arab Emirates,2011,0.841
5228,United Kingdom,2011,0.899
5229,United States,2011,0.917
5230,Uruguay,2011,0.782
5231,Uzbekistan,2011,0.674
5232,Vanuatu,2011,0.5920000000000001
5233,Venezuela(BolivarianRepublicof),2011,0.7709999999999999
5234,Viet Nam,2011,0.664
5235,Yemen,2011,0.499
5236,Zambia,2011,0.556
5237,Zimbabwe,2011,0.478
5238,Afghanistan,2012,0.48200000000000004
5239,Albania,2012,0.767
5240,Algeria,2012,0.74
5241,Andorra,2012,0.8490000000000001
5242,Angola,2012,0.5429999999999999
5243,Antigua and Barbuda,2012,0.765
5244,Argentina,2012,0.818
5245,Armenia,2012,0.737
5246,Aruba,2012,
5247,Australia,2012,0.929
5248,Austria,2012,0.899
5249,Azerbaijan,2012,0.745
5250,Bahamas,2012,0.807
5251,Bahrain,2012,0.8
5252,Bangladesh,2012,0.5670000000000001
5253,Barbados,2012,0.795
5254,Belarus,2012,0.8029999999999999
5255,Belgium,2012,0.905
5256,Belize,2012,0.706
5257,Benin,2012,0.489
5258,Bhutan,2012,0.585
5259,Bolivia(PlurinationalStateof),2012,0.662
5260,BosniaandHerzegovina,2012,0.7390000000000001
5261,Botswana,2012,0.6829999999999999
5262,Brazil,2012,0.736
5263,BruneiDarussalam,2012,0.852
5264,Bulgaria,2012,0.7859999999999999
5265,BurkinaFaso,2012,0.39399999999999996
5266,Burundi,2012,0.408
5267,CaboVerde,2012,0.636
5268,Cambodia,2012,0.5529999999999999
5269,Cameroon,2012,0.526
5270,Canada,2012,0.9079999999999999
5271,Cabo Verde,2012,
5272,CentralAfricanRepublic,2012,0.365
5273,Chad,2012,0.391
5274,Chile,2012,0.8190000000000001
5275,China,2012,0.722
5276,Colombia,2012,0.725
5277,Comoros,2012,0.493
5278,Congo,2012,0.573
5279,Congo(DemocraticRepublicofthe),2012,0.42
5280,Costa Rica,2012,0.772
5281,Croatia,2012,0.816
5282,Cuba,2012,0.767
5283,Cyprus,2012,0.852
5284,Czech Republic,2012,0.865
5285,Côted'Ivoire,2012,0.45399999999999996
5286,Denmark,2012,0.924
5287,Djibouti,2012,0.45899999999999996
5288,Dominica,2012,0.721
5289,DominicanRepublic,2012,0.71
5290,Ecuador,2012,0.726
5291,Egypt,2012,0.675
5292,El Salvador,2012,0.67
5293,EquatorialGuinea,2012,0.589
5294,Eritrea,2012,0.42200000000000004
5295,Estonia,2012,0.8590000000000001
5296,Eswatini(Kingdomof),2012,0.561
5297,Ethiopia,2012,0.43
5298,Fiji,2012,0.7190000000000001
5299,Finland,2012,0.9079999999999999
5300,France,2012,0.8859999999999999
5301,Gabon,2012,0.6779999999999999
5302,Gambia,2012,0.445
5303,Georgia,2012,0.75
5304,Germany,2012,0.9279999999999999
5305,Ghana,2012,0.57
5306,Greece,2012,0.8540000000000001
5307,Grenada,2012,0.7490000000000001
5308,Guatemala,2012,0.613
5309,Guinea,2012,0.428
5310,Guinea-Bissau,2012,0.43700000000000006
5311,Guyana,2012,0.642
5312,Haiti,2012,0.48100000000000004
5313,Honduras,2012,0.597
5314,Hong Kong,2012,0.9109999999999999
5315,Hungary,2012,0.83
5316,Iceland,2012,0.909
5317,India,2012,0.6
5318,Indonesia,2012,0.675
5319,Iran(IslamicRepublicof),2012,0.7809999999999999
5320,Iraq,2012,0.659
5321,Ireland,2012,0.902
5322,Israel,2012,0.893
5323,Italy,2012,0.8740000000000001
5324,Jamaica,2012,0.721
5325,Japan,2012,0.895
5326,Jordan,2012,0.726
5327,Kazakhstan,2012,0.7809999999999999
5328,Kenya,2012,0.5589999999999999
5329,Kiribati,2012,0.598
5330,Republic of Korea,2012,0.89
5331,Kuwait,2012,0.7959999999999999
5332,Kyrgyzstan,2012,0.649
5333,LaoPeople'sDemocraticRepublic,2012,0.569
5334,Latvia,2012,0.8240000000000001
5335,Lebanon,2012,0.7509999999999999
5336,Lesotho,2012,0.505
5337,Liberia,2012,0.42
5338,Libya,2012,0.741
5339,Liechtenstein,2012,0.9129999999999999
5340,Lithuania,2012,0.831
5341,Luxembourg,2012,0.892
5342,Macau,2012,
5343,Madagascar,2012,0.507
5344,Malawi,2012,0.455
5345,Malaysia,2012,0.7809999999999999
5346,Maldives,2012,0.688
5347,Mali,2012,0.408
5348,Malta,2012,0.8490000000000001
5349,MarshallIslands,2012,
5350,Mauritania,2012,0.499
5351,Mauritius,2012,0.767
5352,Mexico,2012,0.757
5353,Micronesia(FederatedStatesof),2012,0.616
5354,Moldova(Republicof),2012,0.684
5355,Mongolia,2012,0.72
5356,Montenegro,2012,0.8
5357,Morocco,2012,0.635
5358,Mozambique,2012,0.41200000000000003
5359,Myanmar,2012,0.5489999999999999
5360,Namibia,2012,0.617
5361,Nepal,2012,0.5479999999999999
5362,Netherlands,2012,0.9209999999999999
5363,New Zealand,2012,0.905
5364,Nicaragua,2012,0.633
5365,Niger,2012,0.336
5366,Nigeria,2012,0.512
5367,Norway,2012,0.9420000000000001
5368,Oman,2012,0.804
5369,Pakistan,2012,0.535
5370,Palau,2012,0.778
5371,Palestine,2012,0.687
5372,Panama,2012,0.7709999999999999
5373,PapuaNewGuinea,2012,0.53
5374,Paraguay,2012,0.68
5375,Peru,2012,0.7290000000000001
5376,Philippines,2012,0.677
5377,Poland,2012,0.836
5378,Portugal,2012,0.8290000000000001
5379,Puerto Rico,2012,
5380,Qatar,2012,0.8440000000000001
5381,Romania,2012,0.795
5382,Russian Federation,2012,0.7979999999999999
5383,Rwanda,2012,0.5
5384,Saint Kitts and Nevis,2012,0.7559999999999999
5385,Saint Lucia,2012,0.73
5386,Saint Vincent and Grenadines,2012,0.718
5387,Samoa,2012,0.6970000000000001
5388,San Marino,2012,
5389,Sao Tome and Principe,2012,0.551
5390,Saudi Arabia,2012,0.835
5391,Senegal,2012,0.47600000000000003
5392,Serbia,2012,0.768
5393,Seychelles,2012,0.77
5394,Sierra Leone,2012,0.40700000000000003
5395,Singapore,2012,0.92
5396,Slovakia,2012,0.8420000000000001
5397,Slovenia,2012,0.877
5398,Solomon Islands,2012,0.529
5399,South Africa,2012,0.664
5400,South Sudan,2012,0.38799999999999996
5401,Spain,2012,0.873
5402,Sri Lanka,2012,0.757
5403,Sudan,2012,0.485
5404,Suriname,2012,0.711
5405,Sweden,2012,0.9079999999999999
5406,Switzerland,2012,0.935
5407,Syrian Arab Republic,2012,0.631
5408,Tajikistan,2012,0.642
5409,Tanzania(UnitedRepublicof),2012,0.506
5410,Thailand,2012,0.731
5411,TheformerYugoslavRepublicofMacedonia,2012,0.74
5412,Timor-Leste,2012,0.599
5413,Togo,2012,0.466
5414,Tonga,2012,0.7170000000000001
5415,Trinidad and Tobago,2012,0.774
5416,Tunisia,2012,0.7190000000000001
5417,Turkey,2012,0.76
5418,Turkmenistan,2012,0.6859999999999999
5419,Uganda,2012,0.49200000000000005
5420,Ukraine,2012,0.743
5421,United Arab Emirates,2012,0.846
5422,United Kingdom,2012,0.898
5423,United States,2012,0.9179999999999999
5424,Uruguay,2012,0.79
5425,Uzbekistan,2012,0.6829999999999999
5426,Vanuatu,2012,0.5920000000000001
5427,Venezuela(BolivarianRepublicof),2012,0.774
5428,Viet Nam,2012,0.67
5429,Yemen,2012,0.505
5430,Zambia,2012,0.569
5431,Zimbabwe,2012,0.505
5432,Afghanistan,2013,0.48700000000000004
5433,Albania,2013,0.7709999999999999
5434,Algeria,2013,0.745
5435,Andorra,2013,0.85
5436,Angola,2013,0.5539999999999999
5437,Antigua and Barbuda,2013,0.768
5438,Argentina,2013,0.82
5439,Armenia,2013,0.742
5440,Aruba,2013,
5441,Australia,2013,0.9309999999999999
5442,Austria,2013,0.897
5443,Azerbaijan,2013,0.752
5444,Bahamas,2013,0.807
5445,Bahrain,2013,0.807
5446,Bangladesh,2013,0.575
5447,Barbados,2013,0.7959999999999999
5448,Belarus,2013,0.804
5449,Belgium,2013,0.9079999999999999
5450,Belize,2013,0.705
5451,Benin,2013,0.5
5452,Bhutan,2013,0.589
5453,Bolivia(PlurinationalStateof),2013,0.6679999999999999
5454,BosniaandHerzegovina,2013,0.747
5455,Botswana,2013,0.693
5456,Brazil,2013,0.748
5457,BruneiDarussalam,2013,0.853
5458,Bulgaria,2013,0.792
5459,BurkinaFaso,2013,0.401
5460,Burundi,2013,0.414
5461,CaboVerde,2013,0.642
5462,Cambodia,2013,0.56
5463,Cameroon,2013,0.535
5464,Canada,2013,0.9109999999999999
5465,Cabo Verde,2013,
5466,CentralAfricanRepublic,2013,0.344
5467,Chad,2013,0.397
5468,Chile,2013,0.828
5469,China,2013,0.7290000000000001
5470,Colombia,2013,0.735
5471,Comoros,2013,0.499
5472,Congo,2013,0.5820000000000001
5473,Congo(DemocraticRepublicofthe),2013,0.426
5474,Costa Rica,2013,0.7759999999999999
5475,Croatia,2013,0.821
5476,Cuba,2013,0.765
5477,Cyprus,2013,0.853
5478,Czech Republic,2013,0.8740000000000001
5479,Côted'Ivoire,2013,0.462
5480,Denmark,2013,0.9309999999999999
5481,Djibouti,2013,0.46299999999999997
5482,Dominica,2013,0.721
5483,DominicanRepublic,2013,0.713
5484,Ecuador,2013,0.7340000000000001
5485,Egypt,2013,0.68
5486,El Salvador,2013,0.6709999999999999
5487,EquatorialGuinea,2013,0.59
5488,Eritrea,2013,0.425
5489,Estonia,2013,0.862
5490,Eswatini(Kingdomof),2013,0.5720000000000001
5491,Ethiopia,2013,0.43799999999999994
5492,Fiji,2013,0.727
5493,Finland,2013,0.912
5494,France,2013,0.889
5495,Gabon,2013,0.687
5496,Gambia,2013,0.45299999999999996
5497,Georgia,2013,0.757
5498,Germany,2013,0.9279999999999999
5499,Ghana,2013,0.5770000000000001
5500,Greece,2013,0.856
5501,Grenada,2013,0.754
5502,Guatemala,2013,0.616
5503,Guinea,2013,0.435
5504,Guinea-Bissau,2013,0.44
5505,Guyana,2013,0.645
5506,Haiti,2013,0.486
5507,Honduras,2013,0.6
5508,Hong Kong,2013,0.915
5509,Hungary,2013,0.835
5510,Iceland,2013,0.92
5511,India,2013,0.607
5512,Indonesia,2013,0.6809999999999999
5513,Iran(IslamicRepublicof),2013,0.784
5514,Iraq,2013,0.6659999999999999
5515,Ireland,2013,0.9109999999999999
5516,Israel,2013,0.895
5517,Italy,2013,0.8759999999999999
5518,Jamaica,2013,0.726
5519,Japan,2013,0.899
5520,Jordan,2013,0.727
5521,Kazakhstan,2013,0.7879999999999999
5522,Kenya,2013,0.5660000000000001
5523,Kiribati,2013,0.609
5524,Republic of Korea,2013,0.893
5525,Kuwait,2013,0.795
5526,Kyrgyzstan,2013,0.6579999999999999
5527,LaoPeople'sDemocraticRepublic,2013,0.579
5528,Latvia,2013,0.833
5529,Lebanon,2013,0.7509999999999999
5530,Lesotho,2013,0.505
5531,Liberia,2013,0.429
5532,Libya,2013,0.7070000000000001
5533,Liechtenstein,2013,0.912
5534,Lithuania,2013,0.836
5535,Luxembourg,2013,0.892
5536,Macau,2013,
5537,Madagascar,2013,0.509
5538,Malawi,2013,0.461
5539,Malaysia,2013,0.785
5540,Maldives,2013,0.696
5541,Mali,2013,0.408
5542,Malta,2013,0.856
5543,MarshallIslands,2013,
5544,Mauritania,2013,0.508
5545,Mauritius,2013,0.772
5546,Mexico,2013,0.7559999999999999
5547,Micronesia(FederatedStatesof),2013,0.619
5548,Moldova(Republicof),2013,0.693
5549,Mongolia,2013,0.7290000000000001
5550,Montenegro,2013,0.8029999999999999
5551,Morocco,2013,0.645
5552,Mozambique,2013,0.423
5553,Myanmar,2013,0.5579999999999999
5554,Namibia,2013,0.628
5555,Nepal,2013,0.5539999999999999
5556,Netherlands,2013,0.9229999999999999
5557,New Zealand,2013,0.907
5558,Nicaragua,2013,0.639
5559,Niger,2013,0.34
5560,Nigeria,2013,0.519
5561,Norway,2013,0.946
5562,Oman,2013,0.812
5563,Pakistan,2013,0.5379999999999999
5564,Palau,2013,0.78
5565,Palestine,2013,0.679
5566,Panama,2013,0.7759999999999999
5567,PapuaNewGuinea,2013,0.534
5568,Paraguay,2013,0.695
5569,Peru,2013,0.736
5570,Philippines,2013,0.685
5571,Poland,2013,0.85
5572,Portugal,2013,0.8370000000000001
5573,Puerto Rico,2013,
5574,Qatar,2013,0.8540000000000001
5575,Romania,2013,0.8
5576,Russian Federation,2013,0.804
5577,Rwanda,2013,0.503
5578,Saint Kitts and Nevis,2013,0.763
5579,Saint Lucia,2013,0.733
5580,Saint Vincent and Grenadines,2013,0.721
5581,Samoa,2013,0.7
5582,San Marino,2013,
5583,Sao Tome and Principe,2013,0.56
5584,Saudi Arabia,2013,0.8440000000000001
5585,Senegal,2013,0.48100000000000004
5586,Serbia,2013,0.7709999999999999
5587,Seychelles,2013,0.779
5588,Sierra Leone,2013,0.419
5589,Singapore,2013,0.9229999999999999
5590,Slovakia,2013,0.8440000000000001
5591,Slovenia,2013,0.885
5592,Solomon Islands,2013,0.539
5593,South Africa,2013,0.675
5594,South Sudan,2013,0.392
5595,Spain,2013,0.875
5596,Sri Lanka,2013,0.759
5597,Sudan,2013,0.475
5598,Suriname,2013,0.715
5599,Sweden,2013,0.912
5600,Switzerland,2013,0.938
5601,Syrian Arab Republic,2013,0.5720000000000001
5602,Tajikistan,2013,0.6459999999999999
5603,Tanzania(UnitedRepublicof),2013,0.507
5604,Thailand,2013,0.728
5605,TheformerYugoslavRepublicofMacedonia,2013,0.743
5606,Timor-Leste,2013,0.614
5607,Togo,2013,0.47200000000000003
5608,Tonga,2013,0.716
5609,Trinidad and Tobago,2013,0.779
5610,Tunisia,2013,0.723
5611,Turkey,2013,0.7709999999999999
5612,Turkmenistan,2013,0.6920000000000001
5613,Uganda,2013,0.496
5614,Ukraine,2013,0.745
5615,United Arab Emirates,2013,0.851
5616,United Kingdom,2013,0.915
5617,United States,2013,0.9159999999999999
5618,Uruguay,2013,0.797
5619,Uzbekistan,2013,0.69
5620,Vanuatu,2013,0.597
5621,Venezuela(BolivarianRepublicof),2013,0.7759999999999999
5622,Viet Nam,2013,0.675
5623,Yemen,2013,0.507
5624,Zambia,2013,0.574
5625,Zimbabwe,2013,0.516
5626,Afghanistan,2014,0.491
5627,Albania,2014,0.773
5628,Algeria,2014,0.747
5629,Andorra,2014,0.853
5630,Angola,2014,0.564
5631,Antigua and Barbuda,2014,0.77
5632,Argentina,2014,0.82
5633,Armenia,2014,0.745
5634,Aruba,2014,
5635,Australia,2014,0.9329999999999999
5636,Austria,2014,0.9009999999999999
5637,Azerbaijan,2014,0.758
5638,Bahamas,2014,0.807
5639,Bahrain,2014,0.81
5640,Bangladesh,2014,0.583
5641,Barbados,2014,0.7959999999999999
5642,Belarus,2014,0.807
5643,Belgium,2014,0.909
5644,Belize,2014,0.706
5645,Benin,2014,0.505
5646,Bhutan,2014,0.599
5647,Bolivia(PlurinationalStateof),2014,0.675
5648,BosniaandHerzegovina,2014,0.754
5649,Botswana,2014,0.701
5650,Brazil,2014,0.752
5651,BruneiDarussalam,2014,0.853
5652,Bulgaria,2014,0.797
5653,BurkinaFaso,2014,0.405
5654,Burundi,2014,0.42100000000000004
5655,CaboVerde,2014,0.644
5656,Cambodia,2014,0.5660000000000001
5657,Cameroon,2014,0.5429999999999999
5658,Canada,2014,0.9179999999999999
5659,Cabo Verde,2014,
5660,CentralAfricanRepublic,2014,0.349
5661,Chad,2014,0.40299999999999997
5662,Chile,2014,0.833
5663,China,2014,0.738
5664,Colombia,2014,0.738
5665,Comoros,2014,0.501
5666,Congo,2014,0.595
5667,Congo(DemocraticRepublicofthe),2014,0.436
5668,Costa Rica,2014,0.78
5669,Croatia,2014,0.8240000000000001
5670,Cuba,2014,0.768
5671,Cyprus,2014,0.856
5672,Czech Republic,2014,0.879
5673,Côted'Ivoire,2014,0.465
5674,Denmark,2014,0.9279999999999999
5675,Djibouti,2014,0.467
5676,Dominica,2014,0.7240000000000001
5677,DominicanRepublic,2014,0.718
5678,Ecuador,2014,0.742
5679,Egypt,2014,0.6829999999999999
5680,El Salvador,2014,0.67
5681,EquatorialGuinea,2014,0.59
5682,Eritrea,2014,0.428
5683,Estonia,2014,0.8640000000000001
5684,Eswatini(Kingdomof),2014,0.58
5685,Ethiopia,2014,0.445
5686,Fiji,2014,0.73
5687,Finland,2014,0.914
5688,France,2014,0.894
5689,Gabon,2014,0.693
5690,Gambia,2014,0.45399999999999996
5691,Georgia,2014,0.765
5692,Germany,2014,0.93
5693,Ghana,2014,0.5760000000000001
5694,Greece,2014,0.8640000000000001
5695,Grenada,2014,0.7609999999999999
5696,Guatemala,2014,0.643
5697,Guinea,2014,0.44
5698,Guinea-Bissau,2014,0.445
5699,Guyana,2014,0.648
5700,Haiti,2014,0.49
5701,Honduras,2014,0.603
5702,Hong Kong,2014,0.9229999999999999
5703,Hungary,2014,0.833
5704,Iceland,2014,0.925
5705,India,2014,0.618
5706,Indonesia,2014,0.6829999999999999
5707,Iran(IslamicRepublicof),2014,0.7879999999999999
5708,Iraq,2014,0.6659999999999999
5709,Ireland,2014,0.9209999999999999
5710,Israel,2014,0.899
5711,Italy,2014,0.8740000000000001
5712,Jamaica,2014,0.728
5713,Japan,2014,0.903
5714,Jordan,2014,0.73
5715,Kazakhstan,2014,0.7929999999999999
5716,Kenya,2014,0.5720000000000001
5717,Kiribati,2014,0.616
5718,Republic of Korea,2014,0.8959999999999999
5719,Kuwait,2014,0.799
5720,Kyrgyzstan,2014,0.6629999999999999
5721,LaoPeople'sDemocraticRepublic,2014,0.586
5722,Latvia,2014,0.838
5723,Lebanon,2014,0.7509999999999999
5724,Lesotho,2014,0.509
5725,Liberia,2014,0.431
5726,Libya,2014,0.695
5727,Liechtenstein,2014,0.9109999999999999
5728,Lithuania,2014,0.851
5729,Luxembourg,2014,0.895
5730,Macau,2014,
5731,Madagascar,2014,0.512
5732,Malawi,2014,0.46799999999999997
5733,Malaysia,2014,0.79
5734,Maldives,2014,0.705
5735,Mali,2014,0.414
5736,Malta,2014,0.862
5737,MarshallIslands,2014,
5738,Mauritania,2014,0.514
5739,Mauritius,2014,0.782
5740,Mexico,2014,0.7609999999999999
5741,Micronesia(FederatedStatesof),2014,0.618
5742,Moldova(Republicof),2014,0.696
5743,Mongolia,2014,0.7340000000000001
5744,Montenegro,2014,0.805
5745,Morocco,2014,0.65
5746,Mozambique,2014,0.42700000000000005
5747,Myanmar,2014,0.564
5748,Namibia,2014,0.636
5749,Nepal,2014,0.56
5750,Netherlands,2014,0.924
5751,New Zealand,2014,0.91
5752,Nicaragua,2014,0.649
5753,Niger,2014,0.345
5754,Nigeria,2014,0.524
5755,Norway,2014,0.946
5756,Oman,2014,0.815
5757,Pakistan,2014,0.5479999999999999
5758,Palau,2014,0.7859999999999999
5759,Palestine,2014,0.679
5760,Panama,2014,0.7809999999999999
5761,PapuaNewGuinea,2014,0.536
5762,Paraguay,2014,0.698
5763,Peru,2014,0.746
5764,Philippines,2014,0.6890000000000001
5765,Poland,2014,0.8420000000000001
5766,Portugal,2014,0.8390000000000001
5767,Puerto Rico,2014,
5768,Qatar,2014,0.853
5769,Romania,2014,0.802
5770,Russian Federation,2014,0.807
5771,Rwanda,2014,0.509
5772,Saint Kitts and Nevis,2014,0.77
5773,Saint Lucia,2014,0.737
5774,Saint Vincent and Grenadines,2014,0.72
5775,Samoa,2014,0.703
5776,San Marino,2014,
5777,Sao Tome and Principe,2014,0.5670000000000001
5778,Saudi Arabia,2014,0.852
5779,Senegal,2014,0.486
5780,Serbia,2014,0.775
5781,Seychelles,2014,0.7859999999999999
5782,Sierra Leone,2014,0.423
5783,Singapore,2014,0.9279999999999999
5784,Slovakia,2014,0.845
5785,Slovenia,2014,0.887
5786,Solomon Islands,2014,0.539
5787,South Africa,2014,0.685
5788,South Sudan,2014,0.397
5789,Spain,2014,0.88
5790,Sri Lanka,2014,0.763
5791,Sudan,2014,0.49200000000000005
5792,Suriname,2014,0.718
5793,Sweden,2014,0.92
5794,Switzerland,2014,0.9390000000000001
5795,Syrian Arab Republic,2014,0.55
5796,Tajikistan,2014,0.645
5797,Tanzania(UnitedRepublicof),2014,0.515
5798,Thailand,2014,0.735
5799,TheformerYugoslavRepublicofMacedonia,2014,0.747
5800,Timor-Leste,2014,0.61
5801,Togo,2014,0.48100000000000004
5802,Tonga,2014,0.7170000000000001
5803,Trinidad and Tobago,2014,0.779
5804,Tunisia,2014,0.725
5805,Turkey,2014,0.778
5806,Turkmenistan,2014,0.6970000000000001
5807,Uganda,2014,0.5
5808,Ukraine,2014,0.748
5809,United Arab Emirates,2014,0.855
